label, sentence
music,Begin playing the album Pre-Modernist Wireless by Melissa Joan Hart 
music,Can you randomly select and play a track
series,Can you recommend the latest season finale of What Did You Eat Yesterday? on Compound Media 
news,Can you play the news report from Azerbaijan on ABC News Live 
bw_movie,Can you queue up a classic The Moon Has Risen in black and white on the home theater system
documentary,Explore documentary features on Amazon Prime Video 
audio,play echoes in a canyon
radio,Explore different radio genres available on streaming services
silent_movie,Can you play a moral drama silent film by Belgrade Film on the kids' room tablet
comic,Begin playback of the animated comic Asterix and Obelix on Peopletree in the comicalize category
comic,Commence playback of a adventure comic motion comic on Amazon Prime Video 
adult_asmr,Search for Hentai NSFW ASMR on Porn Central 
movie,Begin the movie Well Done, Henry in the animals documentary category on FandangoNOW 
music,Can you find The Memories We Lost in Translation by Bruce Langhorne? It's one of my favorites
audiobook,Give me a list of commentaries on Mishneh Torah book recommendation from Peru on Hibooks 
ad,Describe Om kap med doden for the visually impaired audience on Roku Channel 
audiobook,I'm in the mood for a book from Namibia 
radio,Diving into a variety of radio programs on different streaming platforms is intriguing
cartoon,Discover Alvin and the Chipmunks Meet the Wolfman with Magic themes
silent_movie,Explore Kemi adetiba visuals for hidden gems in silent cinema from Benaroya Pictures 
tv_channel,Switch to SPO TV Games on Fireworks Entertainment 
anime,play anime series
podcast,Check out Work From Your Happy Place with Belinda Ellsworth on Under Produktion
video,Discover new educational video channels on CINE.AR Play 
ad,Could you narrate Conspiracion y poder for the blind
bw_movie,I'd like to initiate playback of a vintage The Moon Has Risen on the living room TV
music,Can you play Ave Cesaria from the album CexCells by Headdy on Funkwhale for me
comic,Play humorous comics comics with narration on Tubi 
radio_drama,Explore radio dramas in the mystery thriller genre on RSS feed 
bw_movie,Begin a Multi-protagonist film black and white movie on Filimo 
news,Keep me updated with DimSum Daily on Sky News Stream 
hentai,Recommend Mezzo Forte videos on 8muses Comics 
music,Can you search for song content
game,Let's dive into Monos: The Endless Tower on Tele-Match (825-468) 
bts,Let's play behind-the-scenes videos for the movie Torture made in USA on Kemi adetiba visuals 
documentary,Show me the documentary The Aggressives on CuriosityStream 
music,Can you cue up the music score for the film directed by Ash McNair on Telmore Musik
radio,I'm on the hunt for Innocent on Dirty Beats Radio 
trailer,show me the preview for a mystery movie
bts,Explore and play behind-the-scenes content for Direccion final on Starz 
silent_movie,Can you initiate a silent film marathon on the attic projector
movie,Can you cue up Varm pa dig! by Lendok Open Film Studio on Youtube TV right now
documentary,Start streaming educational documentary on Crave 
tv_channel,Find a broadcasted TV content program on Diva Universal (Italy) available on La Societe nouvelle de production 
news,I want to catch up on Kopf an Kopf from YouTube News 
movie,Allow me the honor of experiencing the cinematic excellence of Portugal - Um Dia de Cada Vez directed by MissingFILMs in the music-themed film category on Shudder 
video,Find inspirational TED Talks on X 
anime,Begin streaming animated anime episodes
short_film,show me a short film to enjoy
series,Give me details about Leijonan luola USA on BBCSheng Yin  
documentary,Recommend documentaries that provide unique insights on Hulu 
ad,Provide audio narration for Tahtiin kirjoitettu virhe 
short_film,start a brief cinematic experience
short_film,start a brief and captivating film
podcast,Elevate the vibes – play the podcast episode with Kalle Lind on Crooked Media
anime,Play Daimajuu Gekitou Hagane no Oni from Funimation for me
bts,Can you find behind-the-scenes footage for Voices of the Children on M-CAS 
bts,Is there any behind-the-scenes material available for Ordinele de a ucide on Prime Fight Play 
bts,Explore behind-the-scenes of the movie Animals on the Loose: A You vs. Wild Movie on Moviechi 
cartoon,Find a cartoon in Historical 
cartoon,Play a cartoon episode with Science Fiction elements
trailer,play the preview for a classic comedy
radio_drama,Immerse yourself in spooky horror stories on Campfire Radio Theater 
video,Can you locate inspirational TED Talks and play them on DeviantArt 
bts,Can we search and play exclusive backstage now
silent_movie,Can you initiate a silent film marathon on the outdoor speakers
adult,Explore TnaFlix for Double Penetration content featuring Women Seeking Women 
documentary,I'm in the mood for something informative, play documentary content 
series,Explore the background score of Hello Franceska on FloSports 
anime,Let's play some manga adaptation any recommendations
radio_drama,Absorb the essence of audio theatre central 's children's radio drama stories
audiobook,Continue reading The Book of Khalid from where I left off
adult,search Yudha Refrizal on LesbianPornVideos
video,Enjoy dance tutorial videos on Deedo 
bw_movie,Commence a classic Song of the Flower Basket in black and white on Paramount+ 
hentai,play explicit hentai
trailer,show me a glimpse of a critically acclaimed movie
podcast,Break the silence with a podcast by Mike Tenay on iCatcher
trailer,Play the preview trailer for the Musical film Forte T on Filimo 
adult_asmr,Explore Double Penetration ASMR on HotPorn.sex 
podcast,Embark on a journey of words – start with Andreu Juanola i Galceran on Wondery
hentai,Explore Urotsukidoji series on E-hentai 
bw_movie,I was wondering if you could suggest a black and white movie available on the smart speaker
audiobook,I want to listen to a book from Turkey play one for me
trailer,I want to watch the movie trailer for "Ombre sul palcoscenico" with heist film on Exxen 
music,Can you play the song Symphony No. 7 in D Minor, Op. 70, B. 141: IV. Finale. Allegro by Thug Life from the album Pigramente signora 
series,I need a series to get hooked on what's your recommendation on Deedo 
podcast,Explore episodes of Unter Pfarrerstochtern on audiochuck
trailer,Show me the trailer release of "Haus der Todsunden" in film based on books available on FandangoNOW 
tv_channel,Tune in to live television on Phonevision via Stargate Studios 
radio_drama,I'm in the mood for a good audio theatre show on SoundCloud 
news,I want to hear what's happening in British North Borneo play the news on iHeartRadio News 
anime,Begin streaming anime episode  episodes now
game,I want to play a milsim video game 
anime,Find me Karakuri no Kimi episodes on Netflix 
silent_movie,Explore the silent section on Mubi and surprise me with a gem from VCA Pictures 
ad,Play the narrated version of Turn Around at Samgakji 
series,I want to watch the special episodes from the start for Kahani Saat Pheron Ki on Dyn Media 
hentai,Start anime for mature audiences on the screen for me
adult_asmr,Search for Blowjob NSFW ASMR on DigitalPlayground 
audio,play cafe ambiance
news,Give me the local news highlights on Al Jazeera Live 
news,Give me the headlines from Politics Show 
radio_drama,Explore action-packed radio dramas on Lux Radio Theatre and suggest one for me
audio,play urban night sounds
documentary,Recommend a must-watch Art and Culture documentary on Tubi 
anime,What's a good Space anime on Anime-Planet 
documentary,Search Peacock for a captivating documentary content 
anime,Find and play manga adaptation episodes
anime,Fire up anime series on the entertainment system
cartoon,I'm looking for cartoon recommendations on Ameba 
movie,Can we watch a cute Gokudo film from Marfilmes called El legado de la estepa on Starz
comic,Execute a thriller comics motion comic titled Hunter x Hunter on Amazon Prime Video 
audio,Start environmental sounds in shuffle mode
podcast,Fetch me a fantasy sports podcast podcast - The Ryen Russillo Podcast on Pocket Casts
silent_movie,Can you recommend a silent film that captures the essence of Warner Sogefilms on Tidal 
radio,I'm looking for unique radio content. Any recommendations on Kink 
silent_movie,Could you please play a religious film silent movie on Quibi by Trans World Associates in the garage
bw_movie,Could you recommend an old movie for playback on the living room TV, devoid of color
silent_movie,Can you initiate a silent film session on the smart thermostat display
radio_drama,I'm looking for a mystery radio theatre show on Audioboom 
adult_asmr,Play ASMR sex audio on Boxoporn 
adult_asmr,Play sexy ASMR on DogFartNetwork 
ad,Play the spoken portrayal of Stebetoju lyga for the blind on HBO Max 
silent_movie,Enchant the evening with the magic of silent cinema; initiate playback of a slapstick silent film on the patio speakers from Filmnet 
music,Begin Favorite Songs of All by Tatyana Daskovskaya in amazon music right away
audiobook,Experience allegorical story storytelling through Blackstone Audio 
bw_movie,Could you recommend an old black and white movie for playback on the living room TV
movie,Can you find me a cool educational film movie? Maybe something by Sheri on Viddsee
silent_movie,Can you recommend a silent film for me
radio_drama,Explore audio dramas on Castbox in the action genre
adult_asmr,Play hentai audio on GoldTits 
ad,Can you narrate De bloem van het noorden on YouTube Movies for the blind
adult_asmr,Play ASMR sex audio on FakeHostel 
music,Can you surprise me and play something random
movie,Can you begin the movie Hello Again - A Wedding a Day on Namava? It's a fantastic addition to the mythopoeia category directed by Marfilmes 
anime,Let's dive into some animated anime goodness
documentary,Can you suggest a language and literature documentary on Disney+ 
radio_drama,Discover Radio Theatre Workshop 's adventure radio play selection
bw_movie,Commence a ethnofiction black and white film on the home theater system
adult_asmr,Find Orgy ASMR sex on OnlyLesbianTube 
tv_channel,Find NDTV Malayalam on Molten Multimedia 
audiobook,I'm looking for a paraliterature to listen to on Readly 
bw_movie,I'd like to initiate playback of an old The Moon Has Risen on the home theater system
news,Play the latest news on Deutsche Welle News 
music,Begin streaming Kansas City 7 by Nie und Nimmer on Amazon Music right away
audio,play sci-fi sounds
video,Discover the latest content in book review on JUNS MAB Architecture tutorial 
audio,play airport ambiance
game,Find and play online game for some gaming action
podcast,Any good wilderness podcast shows on Canadaland 
adult,play Softcore
movie,Can we, like, watch I corsari del grande fiume on Hulu now
adult,play an adult film
audio,play vintage radio tuning
adult,search Alexis Golden scenes from Reality Kings
silent_movie,Commence playback of a silent movie in the living room on the TV
radio,Dive into the world of online radio for a personalized listening experience
trailer,I want to see the video preview of "John Honai" under Jitsuroku eiga on Avanti Cinema 
tv_channel,Watch a TV program from Channel 3 on Prana Studios 
adult_asmr,Look for Gay sexy ASMR on GimmePorn.xyz 
short_film,show me a short and engaging cinematic journey
audiobook,Find me a captivating fabelprosa on Penguin Audio 
documentary,Discover Indian Summer School in the documentary category on Vudu 
short_film,play a film with a runtime of less than 60 minutes that's uplifting and empowering
documentary,Start streaming a documentary about Education 
radio,Finding interesting radio content across different streaming services is a quest
cartoon,Play a cartoon movie
short_film,show me a brief movie
adult_asmr,Play Interracial ASMR erotica on Petardas 
radio,Discover Space Travel Radio 's entertainment radio play lineup featuring Speed Wild 
radio_drama,Explore historic adventure radio shows on SoundCloud 
comic,Activate the playback of a Kayaali animated comic on Disney+ named Watchmen 
bts,Initiate the making-of video , I'm ready for some entertainment
radio,Listen to a variety of radio programs on different streaming platforms
radio,Can we play radio stream in the living room
silent_movie,Commence playback of a silent movie in the bedroom on the projector
ad,Give me the narrated interpretation of Wschodnie obietnice on M-CAS 
bw_movie,    Relish the classic charm of Jour de marche a Trouville in black and white on Avanti Cinema 
movie,Allow me the privilege of immersing myself in the trigger film film Nevada Smith from polyband Medien on Disney+ 
game,I'm thinking Street Fighter Alpha 2 on PlayStation 6 is the way to go, what's your take
cartoon,Give me information about The Nutcracker on HBO Max 
cartoon,I want to see a colorful Out of the Ordinary with lots of fun music – start it now
hentai,play adult animated clips online
hentai,What are some good Yumisuke Kotoyoshi shows
audiobook,Find me an humoresque with an inspirational theme on Audible.com 
adult,play something for grown-ups
tv_channel,Find shows on A1 Televizion available on Screen Gems 
bts,Find behind-the-scenes footage of Ne nezz vissza! on Kanopy 
radio,Let's play internet radio and unwind
video,Discover movie trailers on GoUSA TV 
adult_asmr,Play reality pornography sound porn on 21Sextury 
bts,Could you show me behind-the-scenes footage for The ButterCream Gang on Prime Fight Play 
news,Give me the international news update from Belgium on CNN Live 
comic,play a story with graphic novel elements
adult_asmr,Play ASMR erotica on HDzog 
news,Give me the scoop on Mali news from iHeartRadio News 
news,I need updates on iMore 
comic,Launch playback of the animated comic My Hero Academia on Webtoon in the fantasy comics category
radio,Listening to a radio program in a specific genre sounds appealing
ad,Play Blue State - Eine Reise ins Blaue's audio description on Showtime 
tv_channel,Play a broadcasted TV content on Viasat Film through Woestijnvis 
short_film,start a brief film
radio,Listen to a radio program on your preferred streaming service
radio,Let's play some radio programs and see what we discover
adult,Show me explicit Hentai videos
hentai,Play adult Oppai Festival content
cartoon,Any recommendations for animated movies suitable for kids
radio_drama,Dive into the world of suspense with radio drama
adult,List explicit Hardcore material
tv_channel,Play Pelangi programs on DOKfilm Fernsehproduktion 
radio,I'd like to listen to The Adventures of Bob and Bill on Radio Belem 
radio_drama,I'm in the mood for a good radio theatre show on Spotify 
video,Discover the latest trends in beauty and makeup through videos on LOHRO 
hentai,Start animated hentai , I'm curious to see
bts,Press play and discover the magic behind the camera
cartoon,I'm in the mood for an Il gatto con gli stivali 
bw_movie,Can you suggest a black and white movie available on the smart speaker
hentai,Start adult anime and let's dive in
music,Begin playing a albums
radio,Playing Cuori del mondo from Passion Times seems like a good idea
podcast,Discover a music interview podcast Confessions and Ramblings of a Functioning Psychotic for me
music,Begin a playlist with Brass Fever 's songs
documentary,Give me documentaries on HBO Max about Japan 
series,I need a relaxing episode what's a good choice from Prickly Heat on Twitch 
adult_asmr,Play MILF sound porn on Exploited Teens 
hentai,Start up anime for mature audiences - let's dive into it
adult_asmr,Search for hentai NSFW ASMR audio on BangBros 
comic,play a graphic novel-style story
comic,play a visual narrative journey
video,Find science experiments on NPO Start 
audiobook,Dive into an immersive narrated stories experience
bw_movie,Find and play a classic black and white movie in the bedroom
documentary,Play Travel documentaries about Angola on Hulu 
hentai,Watch adult Maho Shojo Ai shows
news,Fill me in on El Crepusculo on TuneIn Radio 
video,Find creative DIY videos for home organization on X 
movie,Can you just start the Steampunk movie Potiphar's Wife on Vimeo On Demand
game,Launch Moondrop and let's play
hentai,How about we play anime for mature audiences together
game,I've got the gaming bug; how about a round of poker video game with The Chronicles of Joseph of Egypt 
bw_movie,I'd appreciate it if you could initiate playback of an old Song of the Flower Basket on the home theater system
documentary,Search for a documentary to watch
short_film,play a film under 1 hour
ad,How does Mannen utan nad sound for the visually impaired on Namava
documentary,Find me Science documentaries from Central African Republic on Tubi 
series,Any hidden gems among the episodes of Taikatemput paljastuvat on MLS Season Pass 
series,I want a series that's both funny and thought-provoking recommend one on Boomerang 
ad,Narrate Ex$pendable for the visually impaired
series,I want to start a new series. What's hot on Crackle right now
ad,Play the audio depiction for Village Music 
video,Explore NBA Rakuten channels that focus on behind the scenes 
hentai,Can you play some adult-oriented anime for me
cartoon,I want to see The Magician's Elephant series on HBO Max 
adult,play explicit programs
anime,Can we start manga adaptation from season one
music,Begin playback of Generasjonen gi faen by The Troyes from the album Plagent Recoil on NetEase Cloud Music 
comic,Start playing the motion comic with the title Attack on Titan on VIZ Media 
trailer,play the trailer for a mind-bending thriller
trailer,show me a preview of the new releases
podcast,Can you find a podcast from Dan Ryckert on Packet Pushers
cartoon,Give me suggestions for cartoon series
cartoon,Discover an Landet for laenge siden - Den store udvandring with a unique art style and captivating storyline
radio_drama,Discover radio drama in the crime noir genre on Pocket Casts 
podcast,Can you find me a health and fitness podcast Cinematic Sound Radio - Soundtracks From Films, TV and Video Games on Crooked Media that's celebrated
radio_drama,I want to hear an radionovela audio show on Player FM 
news,Play the news feature from TrueAnon 
bts,Can you play some behind-the-scenes content to lift the spirits
hentai,Find Girl Next Door episodes
trailer,Play the trailer for "Emilija noziedzniece" on Moviechi 
music,Can you play Genocide from Where Lovers Mourn by The Eleventh Hour 
audio,play crowd sounds
documentary,List documentaries on YouTube (Documentary section) 
adult_asmr,Play porn parody ASMR erotica on Playboy TV 
silent_movie,Could you please play a narrative cinema silent movie on Paramount+ in the study
anime,Let's start anime episode  now
news,Play the latest news article
comic,play a narrative-driven experience
video,Explore BBCSheng Yin  for science_fiction documentaries
tv_channel,search time travel
video,Explore Radio Javan for book review videos
video,Find art and craft DIY videos on WikiFlix 
silent_movie,Find a semidocumentary silent movie on Hulu and play it
comic,Launch the streaming of the motion comic with the title My Hero Academia on LINE WEBTOON in the educational comics genre
short_film,Search for compact cinema
documentary,Play a documentary from the Environment genre
radio_drama,Find a radio theatre show to listen to on Castbox 
movie,Can you begin the non-fiction film movie The Medicine Man on Prime Fight Play
series,Can you suggest a captivating series on DocPlay to watch
cartoon,Play a cartoon from the Slice of Life section
tv_channel,Discover MTV Chi content on Seven Arts Productions 
radio_drama,Any good radio dramas playing on Castbox 
game,Launch Bag-A-Tel Ep-800 and get Wild Seas started, please
cartoon,Can you start a fun The Luncheon on the Grass episode on Boomerang 
news,Play the latest 60 Seconds updates on CNN Live 
game,Explore InnoTV for video game 
comic,search Watchmen
video,Explore popular videos on Philosophy Tube 
radio,Can we play some radio station program now
podcast,Explore atheistic podcast podcasts - start with That One Time On Tour on Podcast QR
game,Feeling competitive? Let's settle it in Skull Caps on C4003 
short_film,Play a brief film
radio_drama,Journey through Audible 's romantic drama productions
podcast,Discover a new shopping podcast Hysteria 51 for me
trailer,Explore upcoming movie trailers on Kanopy 
music,Begin streaming Paul Simon by C. Aishvarrya Suresh on Line Music right now
news,I want to hear the international news from Ghana play it on CBS News Online 
news,Give me the details on BBC beuregpeoseuteu from ABC News Live 
radio_drama,Experience the thrill of suspense and mystery through riveting radio plays
audiobook,Explore the world of fiction through literary audio 
comic,Press play and enjoy the artistry of visual storytelling
adult_asmr,Find amateur pornography erotic ASMR audio on Love Home Porn 
radio_drama,Can you find me some engaging fantasy comedy audio theatre on Spotify 
cartoon,Explore the world of The Land Before Time: Journey of the Brave with top-rated episodes on Hulu 
trailer,show me a sneak peek of Jurassic Park
video,Dive into a world of user-generated content with YouTube videos
audiobook,I want to discover a new classical dictionary on Calm Waters 
radio,Discovering a radio show that matches my interests is on my list
silent_movie,Explore Showtime and recommend a silent film that captures the essence of Imagem Filmes 
video,Check out the latest online video from How Ridiculous in fitness workout on DeviantArt 
hentai,Can we start explicit animated content on the screen
trailer,play the teaser for a historical drama
hentai,Play Angel Blade videos
ad,Describe Thirty Million Letters for me on CuriosityStream 
music,Back when I was a lad, we'd enjoy Gomorra from Wirepony on Telmore Musik
trailer,play the teaser for a family adventure
adult_asmr,Play sexy ASMR on MassageRooms 
comic,Open the streaming of the motion comic with the title Death Note in the religious comics category on Graphite 
game,Explore Tarot: Theo's Quest in C4002 mode
silent_movie,I want to watch Fantomas (film fra 1920) on Crave 
podcast,Can you play a television review podcast Legends of Tabletop Podcast on B&E Network that's recommended
game,How about we engage in some Gangsta Sniper 3: Final Parody gameplay
series,Explore the most recent episodes of The Isador Goodman Show on Wakanim 
series,Can you play the season finale of Salatoimikud on CINE.AR Play 
radio,I'd like to tune into a radio program on my preferred streaming service
radio_drama,I want to listen to 1001 Nights on Apple Podcasts 
bw_movie,Commence streaming a vintage Song of the Flower Basket with no color on the living room TV, if possible
ad,Play the spoken rendition of Prisoners of Beckett for the blind on HBO Now 
adult,play a mature video
game,How does a Love Flute marathon on Tournament Ten - Colour de luxe video TV game sound to you
audiobook,Can you recommend a book from Bangladesh 
video,Can you find Let's Play videos for popular video games on Direktesport 
series,I'm curious about the latest season of Monopoly Exposure on Paramount+ with Showtime 
video,Find sega walkthrough videos on Eruk Films 
comic,Begin the streaming of the motion comic called Attack on Titan in the bisexual comic category on LINE WEBTOON 
trailer,play the movie trailer with the highest ratings
bts,Recommend behind-the-scenes videos for The Spanish Sword on FandangoNOW 
radio_drama,Find an suspense audio show to play on Focus Radio Theatre 
bw_movie,I was wondering if you could suggest a movie available on the smart speaker, with no color
series,Any good episodes of Cabaret on Funimation right now
tv_channel,Watch Reunion 1re live
cartoon,Play a cartoon movie with Mystery elements
adult_asmr,Look for NSFW ASMR audio on Blacked 
news,Give me the audio news from Capitol Notes in Nepal on BBC News App 
adult,Watch explicit Chaku-ero content on LoveHomePorn 
movie,Can you begin The Woman Next Door (film fra 1919) directed by Zespol Filmowy ,,Plan" on NAVER NOW. dude
bts,Can you find and play Sindoora Rekha behind-the-scenes on Netflix 
bw_movie,Could you locate and play an old black and white movie on the smart TV
short_film,play a short film with great visuals
news,I need the lowdown on Access Daily from Amazon Music News 
trailer,Show the trailer release of "39 Pounds of Love" under the mukbang category on Starz 
documentary,Play an interesting Exploration documentary on Vudu 
radio_drama,Find a radio theatre show in science fiction radio play on Apple Podcasts 
bw_movie,    Explore the timeless allure of Jour de marche a Trouville in black and white on NAVER NOW. 
news,I need the details on Real Simple from Bloomberg News 
news,I need the latest Ayman news buzz on HuffPost News 
series,Find the top-rated episode from Emily Brontes Sturmhohe on WindowSight.com 
cartoon,Explore cartoon options on Disney+ 
music,Choose a song at random and play it
audiobook,I'm interested in exploring lesbian pulp fiction options on Nook Audiobooks 
short_film,play a short film for me
podcast,Dude, play a podcast by Jochen Wegner on Women in Podcasting
series,Explore Major League Baseball on TSN episodes on Reddit 
audio,play typewriter clicking
radio,I'd love to hear about Volga Volga from Alltid Nyheter 
music,Activate the neural pathways with Frolic on fizy
movie,Can I watch Racket Girls on CBS All Access by Shintoho, please
cartoon,Dive into the colorful world of Katak: The Brave Beluga on Ameba 
cartoon,Find a cartoon on WOW Unlimited Media for me
movie,Begin Les Pas du tigre on Vimeo On Demand 
news,Give me the local news update on RT News Stream 
radio_drama,Any new audio dramas available on SoundCloud 
game,Let's dive into a snowboarding video game game
news,Give me the scoop on People's Republic of China from Deutsche Welle News 
tv_channel,Check the schedule for Sur Peru on Magrana Films 
tv_channel,Find a live TV show series on Cherie 25 with Bally Sports North 
series,Find and play the season finale from the beginning for Junior MasterChef Vietnam on Vongo 
radio_drama,Find me a radio theatre show to enjoy on TuneIn 
trailer,show me a glimpse of a romantic comedy
movie,Can you begin the movie Rebels with a Camera directed by Ludwig Lockinger starring Abraham Belaga
comic,Commence playback of the animated comic Maus on Manga Plus by SHUEISHA in the Grassroots comics category
silent_movie,Discover iconic silent films on Kanopy 
cartoon,Find Night of the Animated Dead films on Boomerang 
silent_movie,I want to see a classic visual storytelling 
audiobook,Explore BorrowBox 's collection of yukar audiobook 
radio,I feel like listening to talk radio , play it
radio_drama,I'm in the mood for a detective radio play radio theatre show on Google Podcasts 
game,I feel like having a medical simulation video game gaming session, are you up for it
podcast,Find a funny episode from Geopats Podcast
movie,Can we watch Azor on Filmnet by Cherry Pimps together
adult_asmr,Play sexy ASMR on Pornxxxxhd 
hentai,play explicit hentai scenes online
audio,Start the sounds playlist
movie,Begin Kuutiotaiturit on the home theater speakers
music,Activate a personally curated music playlist
music,Can you cue up the music score for the movie directed by Joachim Jung on Wynk Music
video,Discover unique and easy DIY crafts for home decor on Side+ 
ad,Can you describe this Turksploitation film for the visually impaired
comic,play a story with visual elements
audio,play jungle noises
bts,Show me behind-the-scenes content for Eye of the Sun on Youtube TV 
documentary,Resume watching the documentary "ELLEGARDEN : Lost & Found" on PBS Documentaries 
series,I want a series that's both heartwarming and funny recommend one on Newgrounds 
adult_asmr,Look for NSFW ASMR audio on Evil Angel 
anime,Find and play a new anime series series
audiobook,Give me a taste of literature from Bhutan play a book on RBdigital 
bw_movie,How about queuing up a vintage Song of the Flower Basket on the home theater system
trailer,show me the preview for a biographical film
music,Chill out and play Open from Autumn's Grey Solace on MyMusic, man
tv_channel,start bedtime cartoon in Eastern Bloc
tv_channel,Find Ribera TV content on probono 
comic,play a story with a visual twist
music,Can you play TORAVOLTACUSTOM from rap caviar by Dominicones on Napster , please
silent_movie,Guide me through the world of silent cinema; suggest a film from WWE Home Video on Netflix 
hentai,Find adult Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru. episodes
radio_drama,Find me some interesting radio dramas on Focus Radio Theatre 
cartoon,Play a cartoon with lots of adventures and maybe some magic too
podcast,Explore Quick and Dirty Tips for podcasts by devtools.fm 
radio_drama,Explore fantasy adventure audio shows on Dark Adventure Radio Theatre 
hentai,Suggest YU-NO: A girl who chants love at the bound of this world content
anime,I want to watch Shoujo
documentary,Play the documentary Let It Be on Vudu 
cartoon,Discover some entertaining anime for kids
video,Find sega videos on Kids Diana Show 
audiobook,Explore tract audio novel on W. F. Howes Ltd 
video,Discover the latest content in Triggernometry 
audio,I'm in the mood for ambient sounds 
tv_channel,Explore The Voice TV Norway 's live television shows on Kosutnjak film (Firm) 
series,I want a series that's both funny and engaging on Toons.TV 
documentary,    Begin a documentary marathon for a documentary film festival at home
podcast,Begin playing William Haynes's podcast on Toppodcast
music,Can we listen to Jengi nukkuu igluissaki by Hundred Seventy Split on Wynk Limited
game,I'm in the mood for a submarine simulator challenge, let's play Top Gear Rally 
radio_drama,Explore Campfire Radio Theater for adventure radio play shows
cartoon,Explore some animated movies appropriate for kids
short_film,play a film with a runtime of less than 60 minutes
tv_channel,Play a random TV series on RS Productions 
bts,Explore behind-the-scenes content for Dikkulu Choodaku Ramayya on Quibi 
audio,play thunderstorm audio
adult_asmr,Play bondage pornography sound porn on Vivid 
radio_drama,Find UNIT: The Longest Night on Shoestring Radio Theatre for me
audiobook,I want to listen to an scar literature on Nook Audiobooks 
documentary,Check out the documentary X-Ray streaming on Discovery+ 
news,Give me the latest Jordan news highlights on MSNBC Streaming 
game,I'm in the mood to play brain video game today
radio_drama,Find me some suspense audio shows on Spotify 
comic,Start streaming the motion comic named Batman: Year One on Crunchyroll 
trailer,Play film promotion for "La de los ojos color del tiempo" with social problem film on Cavea Plus 
silent_movie,Could you please play a anime film silent movie on Disney+ by Austin Studios in the workshop
documentary,Play a random documentary 
adult_asmr,Look for Gay porn video sexy ASMR on Porn Stars 
audiobook,Continue listening to the spoken books Demontolvaj on Librivox 
audiobook,Explore audio novel available for listening on AudiobookSTORE in the vida genre
movie,Can you cue up a classic film from NTV on Vudu
bw_movie,Find and play an old sepia-toned movie on the smart TV, if you can
anime,Search for manga adaptation series to watch
hentai,play animated porn
audio,play satellite transmission noise
ad,Could you describe Be Careful, Grandma! for the visually impaired
bts,I'm in the mood to explore and play behind-the-scenes content for Lea in Winter on CBS All Access 
video,Discover creative DIY art project videos on Periscope 
trailer,show me a preview of an award-winning film
ad,Play Chicago Streets's audio description on Crave for the visually impaired
ad,Narrate Brotes de pasion for the blind
series,Explore episodes of Nafas available for streaming
video,Find technology news updates on X 
audio,play old radio broadcast
comic,play a graphic storytelling session
documentary,Find me a documentary in the documentary category on Discovery+ 
hentai,Let's play anime for mature audiences right now
documentary,Play Defamation for the Sake of the State from the documentary genre on YouTube (Documentary section) 
news,I want to hear the latest from John McLaughlin's One on One on NPR Radio 
music,Begin your day with a relaxing melody
bts,Look for behind-the-scenes footage of Volisas ir Gromitas: kiskiolakio prakeiksmas on Youtube TV 
news,I want to know what's happening play America's Newsroom on iHeartRadio News 
radio,I feel like some music; play radio station program 
ad,Engage with the immersive audio interpretation for "Star Trek 4: Missio salvar la Terra" designed for a distinctive audience
anime,I want to watch Project Boobs in Cyberpunk on Anime-Planet 
music,Back in my day, we used to enjoy You Can't Stop the Girl from Reiko Mizutani on napster
ad,Play the spoken depiction of Ma compagne de nuit on YouTube Movies 
radio,Press play and discover new artists on internet radio
audio,Play nature sounds in the background
documentary,I want to learn more about action plan , start a documentary film 
adult_asmr,Play ASMR erotica on TeensLoveBlackCocks 
radio_drama,Any interesting radio dramas from Audioboom in the drama category
radio,Resume listening to internet radio from Alsos Digital Library for Nuclear Issues 
adult_asmr,Play professional pornography audio content on HDzog 
news,Get me the audio news feed from Television Newsreel in Antigua and Barbuda on Al Jazeera Live 
cartoon,Hey, play a The Adventures of Tom Thumb and Thumbelina that's perfect for a cozy movie night
cartoon,I'm in the mood for some animated content
anime,Time to enjoy some quality anime content 
audio,Start calming sounds streaming session
radio,I'm in the mood for discovering new radio content on different platforms
music,Allow me to request the refined From Florida With Love by Chitose Shokakuya on Bandcamp
comic,play an illustrated narrative
anime,Play Aramis no bouken from HBO Max 
game,I'm up for Moon Raider on Home Entertainment Centre Ch-50 
silent_movie,Can you initiate a silent film marathon on the digital art frame in the living room
series,Explore MTV Katsomo 's horror series, including El secreto de Tono Palomino 
radio,Explore radio genres and programs
radio,Play some radio programs
comic,show me a narrative with a visual aspect
movie,Can you begin If the Emperor Only Knew That on YouTube Movies
hentai,Find adult Yumisuke Kotoyoshi shows
silent_movie,Can you unearth a silent masterpiece from British National Studios on Netflix 
radio_drama,Let the art of voice acting paint vivid pictures in your mind with radio theatre
comic,Set off the motion comic titled Batman: Year One in the adventure comic category on Lezhin Comics 
anime,Fire up animated anime for some animated fun
trailer,show me the glimpse of a superhero origin story
comic,Start an animated visual story for a unique storytelling format
cartoon,Play a cartoon series for me
news,Keep me informed with BBC North West Tonight on ABC News Live 
comic,Begin the streaming of the motion comic titled Maestro on DC Universe 
game,Feeling like a virtual challenge? WaterRace on Tele-Ball V awaits
movie,Activate the film Az elso ember from Lumix Media on Hoopla 
