label, sentence
movie,Put on the movie Pilseta from Mikado Film on Tidal, it's, like, a classic
movie,Can we, like, watch Sandhya on Crave now
bts,Start up behind the scenes , let's enjoy the moment
silent_movie,play a silent cinema masterpiece
news,Play the latest headlines on iHeartRadio News 
series,I want to watch an episode from Tesla X-Files with a good plot on Footters 
ad,Tell me about Na dokih New Yorka for the blind on Netflix 
music,Play a relaxation music playlist
documentary,play documentary on historical events
bw_movie,Begin a splatter film monochromatic movie on the smart speaker in the kitchen, if available
movie,Watch The Fabulous Destiny of Toma Cuzin on Netflix – the one from Encyclopaedia Britannica Films
music,Play a random song from tune 
cartoon,Start an animated series for an entertaining escape
cartoon,Play a cartoon from the Psychological section
adult_asmr,Find erotic ASMR on TubePornClassic 
radio,Search for radio talk show to explore different genres
bts,behind the scenes of a film critic
series,Can you play the latest season of After the Verdict on Funimation 
ad,Provide the descriptive audio for Rifkin's Festival 
cartoon,watch a cartoon for relaxation
music,Kindly play the sophisticated Staring At The Sky by Regis Ceccarelli on tunezeal
cartoon,Which Sabrina: Friends Forever is known for its captivating storyline
news,Get the latest from News2day on The Guardian Live 
bts,start a video on movie genres
movie,play a movie with great cinematography and a surprising ending on Disney+ 
music,What's your opinion on Teresa Paula Brito 's The Best of Ray Charles ? I can't get enough of the track Plotten tjocknar 
radio,tune into online radio
bw_movie,Start streaming a mockbuster black and white movie on the living room TV
music,Play The Artistics 's top hits
music,Have you heard Nice from Fairy-Tales in Beat by Dynamike ? It's been on my mind recently
music,Play any song randomly, I'm in the mood for a surprise
adult,Find adult Teen films
hentai,Inform me about Fencer of Minerva on Vikivulavash and recommend something
video,Find videos for guided mindfulness and meditation sessions on Radio Javan 
series,Play the next episode in Three Days to Live on FXNOW 
podcast,Start  and resume from where I left off
documentary,Can you suggest something like Business and Finance 
cartoon,play a cartoon with positive role models
movie,Play a good cheerleading film movie starring Khris Davis directed by Jeffrey J. Varab on Disney+ 
movie,I just want to watch a movie; is it too much to ask for Glena in the martial arts film category on Netflix
silent_movie,I'm seeking cinematic nostalgia; recommend a silent film from Art Theatre Guild on Google Play Movies & TV 
hentai,Play Kage from Xhentai library
video,Find travel vlogs on ClearPlay 
podcast,Find podcasts similar to A Scottish Podcast the Audio Drama Series on other Smash Notes 
documentary,Start playing The Codebreaker on Southwest Virginia Digital Archive 
cartoon,Watch The Works on Hulu 
documentary,Show me language and literature on CyberLeninka and suggest something similar
silent_movie,Play a Chanchada silent film on Vimeo On Demand by Vue Movie Distribution in the guest room
tv_channel,Play a live television on MTA5 Africa via Eyeworks Touchdown 
trailer,start a preview for a fantasy movie
music,Turn on a chosen music playlist
news,Play the Business Breakfast news segment on Fox News Channel 
game,Ready for some old-school gaming? Play Poosh XL on Visteon Dockable Entertainment retro edition
radio_drama,Find supernatural and play it on Redalyc 
video,play a video about artificial intelligence
movie,Activate the streaming of the social drama movie Le Roi David on Viddsee 
ad,Describe Jananaayakan with audio for the visually impaired on Google Play Movies & TV 
series,Immerse yourself in the world of let's play with episodes of Dupla Identidade on VRV 
movie,Commence playback of Fortune hadmuvelet - A nagy atveres from Cinemundo on HBO Now . It's a top-rated Prussian film movie that everyone's talking about
video,Play a trending video on YouTube
silent_movie,begin a black and white silent film treasure
music,Begin a playlist with Ivan Jadan 's top songs
adult,Explore EvilAngel for feminist pornography content featuring Jane Wilde: Dirty Talk, Huge Cock Anal 
hentai,I recommend something similar to Women at Work on Rekhta 
movie,find me a movie with stunning visuals and a compelling plot on Netflix 
bts,play a behind-the-scenes look at filmmaking
bw_movie,Commence streaming a vintage Jour de marche a Trouville on the living room TV, if possible
movie,Why is it so hard to find The Killing Jar - Situazione critica in the slapstick film category on Crave? This is, like, the worst day ever
cartoon,watch a cartoon with characters who face challenges
music,Put on some tunes by Mree 
music,What's the best folkroks playlist on Deezer 
bw_movie,Begin a horror of Armageddon black and white movie on the living room TV
bts,play a video on set design
cartoon,Suggest a cartoon from the Supernatural category
bw_movie,start a film in black and white on Vimeo On Demand
movie,Play something with Gerd Brudern in a movie with strong emotional impact on Amazon Prime Video—time's ticking
bw_movie,Play a hyperlink cinema black and white movie in the kitchen when you have a moment
podcast,Give me details about Good Neighbors on Nasarawa State University library
short_film,play a film that's not too long
bw_movie,Initiate playback of a Retrato de la clase obrera black and white film in the bedroom, when you have a moment
movie,Immerse yourself in the world of cinema with a diverse selection of movies
cartoon,What's a classic cartoon to watch
movie,Tell me about a slapstick movie from Angola 
news,I want to hear the BBCShi Dian Xin Wen  news on Newsy Channel 
hentai,Start adult-themed hentai - feeling a bit bold
movie,Commence playback of a movie from RT Features on Peacock
music,Ugh, find me a killer Workout Beats on Navahang
series,Recommend a must-watch episode from Gabrielle Union: My Journey to 50 on Paramount+ with Showtime 
radio_drama,List humor and play something for me on Metelwin Digital Library 
ad,Play the audio depiction for Die Screaming, Marianne 
trailer,Resume watching the trailer for "Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire" on tabii 
silent_movie,I'm intrigued by silent storytelling; suggest a puppetoon animated film silent film on FilmStruck 
series,Recommend series on Flimmit 
cartoon,Which Nhat ky Barbie is perfect for a weekend anime marathon
music,Can you cue up the music score for the film directed by Adrian Kwan on Audiomack
music,Play tracks from Akino 
audiobook,start an audiobooks on art
anime,Start streaming anime series for us
music,play a song to lift my mood
news,I want to hear the news report from The Frontline in Fiji on SiriusXM News 
podcast,I like exploring content related to speculative/fantastic fiction podcast on various platforms
movie,play a movie with a plot twist
radio,Play radio stream and let the music take over
radio_drama,Look for Dark Adventure Radio Theatre: The Shadow over Innsmouth on Liber Liber
tv_channel,Find Sky Sport Tennis content on Impossible Pictures 
trailer,Show the film promotion for "Leptirica" on Vimeo On Demand in video essay 
movie,I don't care about your schedule, play Three Live Ghosts from Fox Faith on Netflix 
bts,Start a series exploring the making of your favorite movies
video,Explore outsidexbox for new videos
movie,Oh, I'd love to watch a movie starring Marte Engebrigtsen on Showtime
documentary,List Technology on ALEX and play something for me
video,Find interesting science videos on TED-Ed 
game,Let's venture into the world of Carnival, Arriva il Luna Park! on Video Sports VS-5 together
movie,I don't care, just start the movie from Kino Swiat directed by Alain Jaspard
audio,play ocean waves
audiobook,Experience Abhang storytelling through LibriVox 
documentary,Start playing Art and Culture on Monoskop 
podcast,I hate wilderness podcast
podcast,find podcasts on home improvement
movie,Cue up the movie from Just Entertainment with Eugenia Cauduro and directed by Belinda Glenn on Filimo
radio_drama,I'm in the mood for some radio theatre recommend one on SoundCloud 
movie,Find me a good movie to watch on Tidal 
music,Let's reminisce with some classic progresiva rokmuzika on KuGou
music,Create a playlist with songs from Peter Opet on Bugs! 
radio_drama,Explore romantic drama on Outstanding Work by Students and start playback
music,I'd like to listen to The Brag and Cuss by Preacher Stone , and I'm specifically interested in the track French Toast on Audiomack 
radio,Play radio broadcast to uplift the atmosphere
video,Play product unboxing videos on AnimeLab 
hentai,Play adult Accelerando scenes
movie,Play a movie suitable for family viewing
movie,Hey, can you start Gone With The Pope on Exxen from St. Louis Motion Picture Company for me
ad,What's the audio presentation of Barbi3 like
bw_movie,Play a anime film black and white film on the home theater system
hentai,Inform me about Another Lady Innocent on IntraText and suggest something
movie,Can you suggest a popular Just Chatting movie available on the home theater system, like Qirmizi @qr@b 
hentai,Explore LaBlueGirl on e-rara.ch
music,listen to Live to Worship
bw_movie,start a heist film black and white movie on home theater system
movie,How about streaming a Commedia sexy all'italiana film directed by Edris Armaghani starring Frank Valdor on Apple TV+
movie,Get me a movie directed by Scott Caan in the socialist realism category, and don't test my patience
adult,show me mature videos
podcast,Search for This Is A Disaster on Clio and start playback
silent_movie,Play a speechless movie
music,What's the top Klasik pop song on Funkwhale right now
podcast,Find something similar to The Big Podcast With Shaq and play it
movie,Put on the movie The Guard - Ein Ire sieht schwarz from Triumph Films on Netflix
ad,Play the spoken explanation of The Ace of Spades 
news,start a news briefing series
news,play the political news
radio_drama,What's the latest on The Ghosts of N-Space ? Anything exciting happening
hentai,Inform me about Skirt no Naka wa Kedamono Deshita on Polymath Virtual Library and suggest something similar
audiobook,Start listening to an audio books in the portrait category called Merchants of Truth on Penguin Random House Audio 
audio,Explore monologue audio recording and initiate playback
trailer,start a sneak peek of an indie film
music,Play a requested song
movie,Can you start a movie from Bavaria Film? How about Sex, Lies and Videotape on Vudu
music,I want to hear American Hi-Fi 's Sanremo 2014 , and specifically, the track Uzu on tidal 
cartoon,play an animated classic
hentai,Start Boku no Super Harem Sento: Otome no Naka ni Otoko wa Boku dake from Making of America and play something related
video,Play videos about unsolved mysteries on Dramox 
silent_movie,Initiate a silent movie night in the attic; play Who's Who in Society from FilmStruck on the attic smart speaker
silent_movie,Start a silent film from Tiffany Pictures on Mubi in the backyard
music,Play something lit, maybe a intuitive folk song
documentary,Show me the documentary The Story of God on Apple TV+ 
anime,Watch Kiratto Pri Chan with Adventure on Prime Video 
series,Play the latest episode of Raw Reality with Gail Kasper available on Toons.TV 
series,Watch World's End on BBCSheng Yin  and start playback
game,What's your opinion on a gaming session featuring Monopoly Streets 
audiobook,I need a Gospel recommendation for Audiobooks.org 
adult,watch something naughty
game,How about a gaming night with Checkmate on Colour T.V. Games TV 01 
bts,play biographical sports film behind the scenes
podcast,Can you recommend something similar to Part-Time Fanboy Podcast 
silent_movie,Let's set the mood with a silent movie from Tespi Film on HBO Now in the wine cellar
video,Discover the latest content in Trilogy Media 
music,Order the commencement of Big Fish from David Bulley on tunezeal
adult,watch Big Wet Asses on Zi Porn
music,Play Indie Gems on KuGou, sonny boy
game,Start R-250 Color TV game and load Guard of Wonderland , but make it a retro experience
movie,Can you play that new movie, Sgt. Ernesto Baliola: Tinik sa Batas, on Avanti Cinema from jayan films
bw_movie,Queue up a classic The Moon Has Risen in black and white
bts,play behind the scenes of a documentary director
silent_movie,Find me a silent film directed by Look Film on Google Play Movies & TV 
news,start a news commentary show
radio,find radio station by frequency
movie,Start a film and enjoy a cinematic adventure
movie,play a movie with positive user reviews on Exxen 
bw_movie,I'm considering watching a classic Jour de marche a Trouville on the smart speaker in the kitchen. What do you think
music,Find a ghetto club song to fit my mood on PureVolume from Blond Records 
cartoon,Which Barbie Fairytopia: Mermaidia is known for its stunning animation and visuals
documentary,Start streaming a non-fiction video about action plan 
silent_movie,Watch a submarine film silent film on Shudder 
news,Tell me the First Look news summary on Spotify News 
cartoon,Show me 101 dalmatintsi II: Prikliuchenieto na Pach v London on Cartoon Network 
music,Initiate playback of old-time glasba
music,Please commence the playback of the elegant No Regrets by Cor Scorpii on Telmore Musik
comic,Play the motion comic titled Attack on Titan in the fantastic comics category on Graphite 
radio,Search for radio talk show to play
news,Get me the audio news feed from Front Burner in Afghanistan on Newsy Channel 
movie,How about playing a random film
movie,What's the deal with all these fancy movie directors? Just give me Boat Trip - kuuma sinkkuristeily on Apple TV+
anime,Begin streaming anime episode  episodes
silent_movie,Search for visual storytelling
radio,tune in to country music radio
short_film,start a short and engaging film
adult_asmr,Play sexy ASMR on Voyeurhit 
video,Recommend some hidden gem Direktesport channels that specialize in prank 
movie,Play Millonario por un dia directed by Strand Releasing on Starz 
video,play a movie trailer
video,start a video on home decor ideas
cartoon,play a cartoon with positive affirmations
cartoon,start a cartoon with magic
documentary,Show me Great Indian Railway Journeys on Wikiheimild and start playback
audiobook,I'm in the mood for literature from Cameroon play a book on Penguin Audio 
game,how 'bout some MUD fun with Grant, Lee, Sherman: Civil War Generals 2 on TVG-801 
movie,play a movie with a happy ending
series,Tell me about the plot twists in Pushing Daisies on Kocowa 
audio,start heartbeat in a cave
podcast,Start the podcast content series
radio,I'm in the mood for exploring various radio programs and genres
movie,Play the movie La cosa da un altro mondo on Kanopy; it's a favorite of mine from Lunarise Pictures
audiobook,Give me a literary escape to Spain play a book on Scribd 
movie,Ugh, watch something good for once, like Banduk on Shudder from Bavaria-Filmkunst Verleih
music,Play Whatever, Whenever by Cuvari parka on JioSaavn right away
adult,Molly Jane blowjob in NewSensations
radio_drama,Play Kylma toukokuu from audio theatre central I've heard it's quite impressive
tv_channel,Find Televiziunea Targu-Mures programs on Magrana Films 
radio_drama,What's the latest and greatest in mystery thriller radio theatre on Dark Adventure Radio Theatre 
series,Inform me about the upcoming episodes of Dempsey and Makepeace on BBC Sounds 
silent_movie,Can you unearth a silent masterpiece that resonates with Paradise on Disney+ 
game,Sup, smart tech, time to crush it in Mir-Mahna on 9012 Color Video Game 
cartoon,Start cartoon series series for some fun
short_film,show me a short and empowering film
movie,Can you recommend a movie with Lutz Mackensy in it, preferably from Njutafilms and available on CBS All Access
silent_movie,Let's embark on a silent film adventure; recommend one with a touch of Ukrainfilm on Hulu 
bts,play a behind-the-scenes video
hentai,Search for some adult anime material
cartoon,play a cartoon with a positive impact on children
cartoon,play a favorite animated show
music,Play a track that's new to my ears
trailer,play the trailer for a time-travel movie
music,Explore SoundCloud for the most-streamed jazzmusikk tracks
movie,Stream Spragtukas ir keturios karalystes directed by Faroun Films 
movie,I don't care, just play Ein Mann greift zur Waffe on Hulu already
music,I'm curious if you've come across Richard Hoffmann 's latest album it's quite impressive
short_film,I want to watch Incident from Don Quixote on Zappn 
podcast,Are there any live science podcast podcasts on Jupiter Broadcasting right now
documentary,Start streaming informative film on Mubi 
hentai,play explicit hentai scenes
podcast,Search for new episodes of spoken podcast 
radio_drama,Discover Japanese radio drama audio theatre shows on Theatrecrafts 
bw_movie,Can you suggest a black and white movie available on the smart speaker
movie,I've been asking forever; can you please start the science fiction anime film Murder on the Yukon on Hoopla
bw_movie,Begin a natural horror film black and white movie for playback in the living room
podcast,List arcade games podcast on Theodore Roosevelt Digital Library and play something for me
music,Put together the perfect music playlist
silent_movie,Discover silent movie magic on YouTube Movies with recommendations from Amalgamated Studios 
short_film,Play a brief film
radio_drama,What's the latest in audio dramas on Deezer 
bts,behind the scenes of a suspense thriller
radio_drama,I enjoy exploring drama on different platforms
ad,Give me the narrated version of Olumcul Deney on Peacock 
cartoon,Tell me a popular cartoon in the Shoujo category
music,Play a golden oldie
podcast,start a podcast on culinary arts
movie,Play the cinematic experience of Shop of Little Pleasures in the folk horror film category on Tidal 
radio_drama,Look up Doctor Who: The Sixth Doctor Adventures on RSS feed 
movie,Start a film from Blue Coyote Pictures featuring Rimas Mansour on Prime Fight Play
audiobook,Play a book from Catalonia in Pianwen on Rakuten Kobo 
documentary,Play an educational historical documentary on true crime 
movie,I'm so annoyed right now, can we just watch About the Looking for and the Finding of Love on Disney+ and forget about everything else? Seriously, it's the best guerrilla filmmaking ever
adult,show me adult entertainment
adult,play Pussyman's Decadent Divas
game,Load up Paris Video Sport FY-707 , I'm itching for some Mozart Requiem 
music,Start a music journey with a random selection
audio,I enjoy content related to bird song recording on The European Library 
podcast,listen to podcasts on mindfulness and well-being
news,play news highlights series
radio,Discover new and interesting radio shows
cartoon,Search for the best funny cartoon to watch
movie,Enough of your nonsense, just play a film with Nadira in it on Moviechi 
documentary,Play something related to Escape from Alcatraz
bts,play the making of Jurassic Park
music,play a song from a musical
music,List metallimusiikki on SciELO and play something for me
movie,Show me something good, not one of those trashy films; I need a El Destape movie with Margaret Ehrlich 
hentai,watch explicit animated content
music,I recently attended a live performance by Marie Logoreci , and the rendition of Lose You from Human Radio was unforgettable
cartoon,Discover Barbie Fairytopia series with Horror themes
tv_channel,What's airing on Astro Xi Yue HD on Oberon Cinematografica 
comic,Launch playback of the animated comic Demon Slayer on Lezhin Comics in the religious comics category
movie,Stream Touched By Love on Viddsee, it's, like, the best
adult,Watch explicit Ryona videos
music,I'd like to listen to Potemkin City Limits by Suit of Lights , and make sure to play the song No Church in the Wild on Simfy 
documentary,Search for Music on Ibom E-Library
news,start a news channel
series,Watch Airplane Repo in the series category on PlayStation Video 
movie,I'm not interested in your opinions; just play a movie with Mad Crampi on Avanti Cinema
music,What's your opinion on Strangers from the Universe by Gene Shinozaki 
bw_movie,play a black and white gem
music,Find Dunkerque by Catacoustic Consort, it's a classic
audio,play cafe ambiance
cartoon,Dive into the colorful world of World Children's Classics: Thumbelina on Kidoodle 
hentai,Explore Dark Shell material
video,Find review content on DocPlay 
news,start a news feature series
documentary,I enjoy content related to language and literature on Monoskop 
game,Sup, virtual assistant, initiate Rotund Takeoff on Sports-Action TV Game 922 game on
music,Activate a laid-back music playlist
bw_movie,Begin a black comedy film black and white movie on the smart speaker in the kitchen
music,Put on a favorite track
game,What's the latest puzzle video game game
documentary,play documentary on the history of fashion
movie,Start streaming Gus directed by Denisse Arancibia Flores starring Karl Platen on CuriosityStream 
hentai,show me explicit cartoons online
bts,play behind the scenes of a documentary narrator
movie,I just want to relax and watch Les Cuistots de sa majeste directed by Orion Classics in the americana category on Crave , but this is turning into a nightmare
movie,Rediscover the joy of movie watching with an extensive film library
podcast,start podcasts on environmental sustainability
documentary,Look for Business and Finance on Digital Archive of Artists' Publishing and play it
music,Start a relaxing track
music,play a song to boost energy
video,Find sega videos on Kronten Gaming 
silent_movie,Commence playback of a Quinqui silent film on the hallway smart mirror
movie,Begin a movie marathon for a relaxing day
radio_drama,I want to hear a action-packed radio show on RadioPublic 
anime,Time to dive into Japanese animated storytelling 
music,Start Consciousness! by All My Faith Lost on Claro Musica right away
movie,Play a thought provoking film production 
podcast,Start podcast episode from the beginning
movie,Find L'Empreinte de Frankenstein on Starz and play it, dude
movie,suggest a suspenseful movie in the Kitchen sink realism category on Namava 
documentary,    Press play and dive into thought-provoking real-life stories
music,I want to hear Invincible by Taichi Kokubun from the album Pra Sempre Teu on Soribada 
hentai,Start up animated hentai , let's dive into it
movie,Permit me to extend my request for the commencement of the film d'horreur de blaxploitation masterpiece Marci X directed by Merton Park Studios on the prestigious Netflix platform
music,Explore the vast world of music with personalized genre-based recommendations
audiobook,Can you recommend an book on tape available on Downpour in the Doctorat de troisieme cycle ["doctorate of speciality" (3rd cycle)] genre
short_film,Play a short film from Roth/Kirschenbaum Films 
anime,Watch Garzey's Wing on BBC Select and start playback
music,Find the soundtrack of a movie in the anthem genre
music,Play Out Of Sight on repeat on apple music 
silent_movie,start a vintage silent movie
music,Start a Fabulous Five Inc. song collection
movie,Abide and play Three Live Ghosts on Roku Channel – it's from Filmtett Distribution, man
radio_drama,What radio theatre shows can I find on iHeartRadio 
music,Start a timeless tune
audiobook,start an audiobook on literature
music,Activate a personally curated music playlist
news,Play the My Summer with Des news report on Apple News 
music,What's trending in musica hip-hop on JioSaavn 
hentai,Recommend Virgin Night
video,show me a virtual concert video
music,Start a golden oldie
adult,play mature shows
movie,I don't care what you think is good, just play a movie with Dylan Bruno on Paramount+ 
radio_drama,Give me details about humor on Ohio Memory without spoilers
radio_drama,start dramatic romance
movie,Play a movie suitable for family viewing on Namava 
radio_drama,Listen to The Next Life on iHeartRadio 
music,Play Rachkoff latest hits on Primephonic 
movie,What's a popular movie from Universe Films Distribution with stunning visuals and a compelling plot on Mubi 
podcast,I like educational podcast
news,I want to hear the news from Source NM 
audio,play children's educational audio recording
movie,I want to see a film directed by Pasha Rafiy right now, don't give me any excuses
video,Play cat videos from YouTube 
series,What's the buzz around Uprowadzeni on DAZN lately
music,Shuffle my favorite melodies
cartoon,watch a cartoon with life lessons
silent_movie,start a silent black and white cinematic journey
documentary,Can you recommend something like Social Issues 
radio_drama,Initiate playback of romantic drama
radio_drama,play classic adventure
music,Shuffle the music queue
news,Tell me the latest headlines
music,Shuffle through my music
audiobook,Can you recommend a book from Tuvalu on Random House Audio 
silent_movie,play visual storytelling
silent_movie,I'm intrigued by silent films; what's available from Aho & Soldan on Avanti Cinema 
movie,I'm in the mood for a action film film on Viddsee 
documentary,Explore sabaibingu*R.keri-:Quan Mi Zhen Han !Bei Hai Nu Xing tachinoGao Fa  on Memoria Chilena
audiobook,start an book on tape for children
radio_drama,What radio dramas are recommended in the romantic comedy category on Stitcher 
bw_movie,Search for an old black and white film on the mobile device
audio,play traffic noise
audio,Let's begin with background noise 
adult,watch Tsubasa Haneda porn on DomPorn
audio,Search for and start playing sound effects 
audio,start coffee shop sounds
game,Let's get this gaming party started! Play There Swings a Skull: Grim Tidings on Electronic Color TV Game Q-376 
podcast,I like exploring content related to Red Valley on various platforms
hentai,play hentai movies
series,Watch The Big Quiz on Footters and initiate playback
anime,Find Guren with Drama on HBO Max 
podcast,Are there any documentary podcast podcasts with interviews on Al Jazeera Podcasts 
bw_movie,watch a black and white gem
audiobook,Recommend an audio novel on AudiobookSYNC within the experimental literature category
audio,I love slam poetry , play it on Clio 
cartoon,play a classic animated show
music,play a song from the 80s
bw_movie,Play a vintage movie in black and white
radio,I'd love to hear about Ase from Helsingborgs narradio 
hentai,start animated adult content
music,Give me the soundtrack of a movie directed by Cedric Tourbe 
adult,start Boxoporn
movie,play a movie with subtitles
music,Play the soundtrack of Grim Prairie Tales on QQ Music 
anime,I want to watch something like Thriller on Salto 
movie,Can you begin Nilakkatha Chalanangal on Filmnet , directed by Eileen Walsh and starring Eric Lamonsoff
news,What's the buzz with The Call on HuffPost News 
podcast,I love The Simple Politics , play it on Cranach Digital Archive 
music,Shuffle a albums that's unfamiliar to me
cartoon,watch an animated classic
video,Explore the world of animation on Motor Trend OnDemand 
radio_drama,Play a radio theatre show on Youtube 
bw_movie,start a black and white film
comic,Begin playback of the animated comic Naruto in Scribd 
music,Play the song Tension by Luigi Lega 
cartoon,play an animated series with messages of kindness
radio_drama,Rediscover the charm of storytelling through the medium of radio theatre
movie,Cue up Satan's Cradle directed by Harold Monfils in the European art cinema category on Shudder
hentai,Search for shotacon shows with adult content
cartoon,I want to watch a cartoon on Netflix 
radio,Explore Echoes of Bluemars for The Yosemite Trail 
movie,show me a feel good comedy
video,I'm curious about music cover videos, could you find some on Ruutu 
video,I'm interested in watching wildlife and nature videos on DAZN 
podcast,Play the latest episode from audio show 
music,Give me a surprise playlist
movie,play a family friendly film
game,Search for digital game on Telematch (J5) 
radio_drama,Discover spooky horror radio theatre shows on TuneIn 
music,Command the initiation of Rap Game / Crack Game by The Hypothesis on MyMusic
trailer,start a trailer for an environmental documentary
movie,Can you play Fortunella on Shudder, man, it's a must-see
silent_movie,Play a medical thriller silent film on CuriosityStream by Vision Distribution on the rooftop
music,Controllo del livello di rombo by Young B. is on repeat for me , such a great collection of songs
audio,start pulse audio
series,Watch the episodes of The Manageress in chronological order on Funimation 
audiobook,I want to explore the literature of Argentina play a book on eStories 
series,I want to watch the season finale from the beginning for Margarita Bowl on MTV Katsomo 
bts,start a video on film location scouting
news,Give me the latest news updates from Saint Vincent and the Grenadines on Al Jazeera Live 
radio,Finding a radio show on a preferred streaming service would be great
documentary,Initiate playback of Business and Finance on Missouri Digital Heritage Initiative 
adult_asmr,Play porn parody ASMR erotica on TnaFlix 
music,start a music adventure
audiobook,start an book on tape on technology
game,Let's game! Play Light Repair Team #4 on Sega Genesis Flashback right now
game,let's play a round of interactive DVD game Siren: Blood Curse vibes
silent_movie,I'm in the mood for a quiet cinematic experience; initiate playback of a Sacred Defense cinema silent film by Green Narae Media on the hallway smart display
silent_movie,Play a film portrait silent movie on the balcony speakers from Ukrtelefilm 
adult,Watch explicit MILF content on Porn HD 
music,Explore francoski house and initiate playback
documentary,Start Rockumenti from The Sephardic Studies Digital Collection and play something related
silent_movie,Witness the beauty of The House of Toys without sound on Amazon Prime Video 
silent_movie,Start a silent movie from Global Screen on the bathroom mirror display
music,I enjoy acid techno
music,start rainy day
series,How many seasons does The Canterbury Tales have on Floatplane 
radio,Start internet radio and let the good vibes roll
cartoon,I want to watch an animated movie
documentary,Suggest historical non-fiction
silent_movie,begin a black and white silent cinematic experience
anime,Watch something similar to Night Shift Nurses on Ruutu 
ad,What's the spoken presentation of God and the Man like on Showtime
cartoon,watch a cartoon with life-affirming messages
bw_movie,Queue up a vintage Faust et Marguerite on the living room TV, whenever you get a chance, in monochrome
movie,I've had enough! Finding Run Ronnie Run from Belarusfilm in the LGBT pornography category on Hoopla is like solving a puzzle. Can you help me out
adult,What's a good violent pornography video on Sos xxx 
podcast,List Is This Adulting?
video,Play video game walkthroughs for me on Petra Belas Artes a La Carte 
radio_drama,Explore fantasy adventure radio theatre on Campfire Radio Theater 
music,I recently attended a live performance by Pietro Labriola , and they played an amazing rendition of Stuntin 
audio,play old radio static
bw_movie,Initiate a comedy of intrigue black and white film on the home cinema system
music,Find a Gotik rock Party Mix for a chill evening on Bandcamp 
video,Explore educational digital video on Fortnite Funny via EuroVolley TV 
movie,Play nunsploitation movie Baking Unleavened Bread: Pushtu Nomads on Roku Channel 
bw_movie,watch a timeless black and white movie
news,Play the audio news from Austin Vida in Vietnam on Google News 
movie,I want to watch a movie starring Erica Vaal on M-CAS
video,Show me Kocowa channels that focus on creating fitness workout content
music,What's the best pastoral playlist for a party on VK Music 
movie,Look for Cloak and Dagger by MMC on Amazon Prime Video, okay
video,Watch video recording from BrokenThumbs via Wakanim 
music,play my favorite songs
bts,search Telefoni Bianchi behind the scenes
comic,Launch the streaming of the motion comic with the title The Walking Dead on Boomerang in the work life genre
silent_movie,Could you please play a crime thriller silent movie on Netflix by Blitz Film & Video in the garage
radio,Tune in to Radio Javan for a diverse selection of radio adaptation shows
movie,Watch the movie Greetings from Out Here on Hulu by Arrow Films, it's a masterpiece
bts,I'd like to play behind-the-scenes videos for Dr. Kumar on Paramount+ 
movie,Can you please start the film Mahla on M-CAS
music,Put on a golden oldie
cartoon,What's a popular Yuku and the Himalayan Flower on WOW Unlimited Media 
bw_movie,start an old Hollywood black and white picture
movie,recommend a feel good movie for tonight on Shudder 
series,I need a series recommendation – something thrilling on EuroVolley TV 
short_film,play a short and emotionally resonant movie
movie,Check if Loop from Beta Film is on Moviechi, please
cartoon,Play the latest episode of an OCTONAUTS Season4: GUP-S 
radio_drama,Tell me about whodunit mystery available on AZGS Document Repository
movie,play a movie with great visuals and a compelling storyline on Amazon Prime Video 
video,Discover the latest content in technology on Gaming Historian 
music,Play a feel-good song
movie,Play a film in the time-travel film category. Maybe Poem - I Set My Foot Upon the Air and it Carried Me directed by Tonislav Hristov on Exxen
anime,Watch Mystery
music,Queue up The Least Worst Of from Rythm Syndicate 
movie,Crank up Dylan Thomas: Return Journey from Briarcliff Entertainment on Vimeo On Demand , you lazy whippersnapper
documentary,Explore Environment
series,Start the special episodes from the beginning for Petolliset enkelit on Direktesport 
silent_movie,I'm looking for a high school comedy silent film on tabii to add to my watchlist
bts,Let's begin playing behind-the-scenes footage of Ajami on Namava 
cartoon,Play a Accordion that's perfect for a cozy afternoon at home
series,Show me the highest-rated series finale of Legend of the Seeker : L'Epee de verite on VRV 
cartoon,Recommend an anime suitable for all ages
audiobook,Provide information about the book reading Rautavaara's Case on Blare Media 
video,Watch movie trailers on Radio Javan 
bts,play behind the scenes of a documentary
news,I'm curious about the CBSZhou Ri Zao Xin Wen  updates on MSNBC Streaming 
documentary,Start Education from LSE Digital Library and play something related
podcast,Suggest wrestling podcast
audio,play satellite transmission noise
series,Start watching Nitro Circus from the beginning on GoUSA TV 
music,Play a random tune for me
silent_movie,watch a movie without audible spoken dialogue
music,Play a random song, I'm up for anything
tv_channel,Watch a reality TV show on Ushuaia TV using ABC Family Worldwide 
movie,Tell me about Gatan Christer Pettersson on Kemi adetiba visuals 
movie,recommend a movie in the chase film category with high ratings on Cavea Plus 
news,Play the latest America Reports With John Roberts & Sandra Smith updates on Newsy Channel 
podcast,Give me information about Accidental Tech Podcast and initiate playback
short_film,start a brief and captivating film
radio_drama,Explore Plantagenet and initiate playback on Three Seals Law Database 
movie,Could I trouble you to procure the playing of the Sacred Defense cinema film Chartroose Caboose on the esteemed Peerflix
cartoon,Play a hilarious cartoon series episode episode
audio,play dripping water
bts,Tell me about the behind-the-scenes material of Harold Pinter on Avanti Cinema 
trailer,Play the movie trailer for the monster film film Harakeya Kuri on Peerflix 
anime,Let's get some Japanese animated storytelling on
